"X1","X2","X3","y","failed","pseudo","tpseudo","id"
0.446645485288449,0.0176427224681974,0.298415860441931,21,TRUE,1.00072375483921,2,1
0.446645485288449,0.0176427224681974,0.298415860441931,21,TRUE,1.00187605552367,3,1
0.446645485288449,0.0176427224681974,0.298415860441931,21,TRUE,1.00483200191127,5,1
0.446645485288449,0.0176427224681974,0.298415860441931,21,TRUE,1.01056262627401,11,1
0.446645485288449,0.0176427224681974,0.298415860441931,21,TRUE,-0.055362576397556,27,1
0.446645485288449,0.0176427224681974,0.298415860441931,21,TRUE,-0.0455622589197446,87.9999999999999,1
0.446645485288449,0.0176427224681974,0.298415860441931,21,TRUE,-0.0353103590593946,185,1
0.446645485288449,0.0176427224681974,0.298415860441931,21,TRUE,-0.0242676065502394,256,1
0.446645485288449,0.0176427224681974,0.298415860441931,21,TRUE,-0.0123652131461967,292,1
1.05099712382881,-0.510332502761077,0.0268613717310962,37,TRUE,1.00072375483921,2,2
1.05099712382881,-0.510332502761077,0.0268613717310962,37,TRUE,1.00187605552367,3,2
1.05099712382881,-0.510332502761077,0.0268613717310962,37,TRUE,1.00483200191127,5,2
1.05099712382881,-0.510332502761077,0.0268613717310962,37,TRUE,1.01056262627401,11,2
1.05099712382881,-0.510332502761077,0.0268613717310962,37,TRUE,1.01984027712399,27,2
1.05099712382881,-0.510332502761077,0.0268613717310962,37,TRUE,-0.0635910216224715,87.9999999999999,2
1.05099712382881,-0.510332502761077,0.0268613717310962,37,TRUE,-0.0492824951987245,185,2
1.05099712382881,-0.510332502761077,0.0268613717310962,37,TRUE,-0.0338701796057705,256,2
1.05099712382881,-0.510332502761077,0.0268613717310962,37,TRUE,-0.0172580674263827,292,2
-0.0756879484484466,0.0955552259271563,-0.490981052071037,309,TRUE,1.00072375483921,2,3
-0.0756879484484466,0.0955552259271563,-0.490981052071037,309,TRUE,1.00187605552367,3,3
-0.0756879484484466,0.0955552259271563,-0.490981052071037,309,TRUE,1.00483200191127,5,3
-0.0756879484484466,0.0955552259271563,-0.490981052071037,309,TRUE,1.01056262627401,11,3
-0.0756879484484466,0.0955552259271563,-0.490981052071037,309,TRUE,1.01984027712399,27,3
-0.0756879484484466,0.0955552259271563,-0.490981052071037,309,TRUE,1.0337074225389,87.9999999999999,3
-0.0756879484484466,0.0955552259271563,-0.490981052071037,309,TRUE,1.05407422566753,185,3
-0.0756879484484466,0.0955552259271563,-0.490981052071037,309,TRUE,1.09095884319558,256,3
-0.0756879484484466,0.0955552259271563,-0.490981052071037,309,TRUE,1.15086532783401,292,3
0.342277311561683,-0.126798249842425,0.636197085999079,19,TRUE,1.00072375483921,2,4
0.342277311561683,-0.126798249842425,0.636197085999079,19,TRUE,1.00187605552367,3,4
0.342277311561683,-0.126798249842425,0.636197085999079,19,TRUE,1.00483200191127,5,4
0.342277311561683,-0.126798249842425,0.636197085999079,19,TRUE,1.01056262627401,11,4
0.342277311561683,-0.126798249842425,0.636197085999079,19,TRUE,-0.0534782429506322,27,4
0.342277311561683,-0.126798249842425,0.636197085999079,19,TRUE,-0.0440114913442358,87.9999999999999,4
0.342277311561683,-0.126798249842425,0.636197085999079,19,TRUE,-0.034108527516878,185,4
0.342277311561683,-0.126798249842425,0.636197085999079,19,TRUE,-0.023441628684651,256,4
0.342277311561683,-0.126798249842425,0.636197085999079,19,TRUE,-0.011944347893575,292,4
-0.853873731883839,0.107062003349795,1.02262293670839,285,TRUE,1.00072375483921,2,5
-0.853873731883839,0.107062003349795,1.02262293670839,285,TRUE,1.00187605552367,3,5
-0.853873731883839,0.107062003349795,1.02262293670839,285,TRUE,1.00483200191127,5,5
-0.853873731883839,0.107062003349795,1.02262293670839,285,TRUE,1.01056262627401,11,5
-0.853873731883839,0.107062003349795,1.02262293670839,285,TRUE,1.01984027712399,27,5
-0.853873731883839,0.107062003349795,1.02262293670839,285,TRUE,1.0337074225389,87.9999999999999,5
-0.853873731883839,0.107062003349795,1.02262293670839,285,TRUE,1.05407422566753,185,5
-0.853873731883839,0.107062003349795,1.02262293670839,285,TRUE,1.09095884319558,256,5
-0.853873731883839,0.107062003349795,1.02262293670839,285,TRUE,-0.0703643203273572,292,5
-0.497705629637132,0.247872097503724,-1.05297350401155,31,TRUE,1.00072375483921,2,6
-0.497705629637132,0.247872097503724,-1.05297350401155,31,TRUE,1.00187605552367,3,6
-0.497705629637132,0.247872097503724,-1.05297350401155,31,TRUE,1.00483200191127,5,6
-0.497705629637132,0.247872097503724,-1.05297350401155,31,TRUE,1.01056262627401,11,6
-0.497705629637132,0.247872097503724,-1.05297350401155,31,TRUE,1.01984027712399,27,6
-0.497705629637132,0.247872097503724,-1.05297350401155,31,TRUE,-0.0593672724431826,87.9999999999999,6
-0.497705629637132,0.247872097503724,-1.05297350401155,31,TRUE,-0.0460091258871103,185,6
-0.497705629637132,0.247872097503724,-1.05297350401155,31,TRUE,-0.0316205044212268,256,6
-0.497705629637132,0.247872097503724,-1.05297350401155,31,TRUE,-0.0161117774900532,292,6
0.404644900913522,-0.250225604321487,1.31858941425985,285,TRUE,1.00072375483921,2,7
0.404644900913522,-0.250225604321487,1.31858941425985,285,TRUE,1.00187605552367,3,7
0.404644900913522,-0.250225604321487,1.31858941425985,285,TRUE,1.00483200191127,5,7
0.404644900913522,-0.250225604321487,1.31858941425985,285,TRUE,1.01056262627401,11,7
0.404644900913522,-0.250225604321487,1.31858941425985,285,TRUE,1.01984027712399,27,7
0.404644900913522,-0.250225604321487,1.31858941425985,285,TRUE,1.0337074225389,87.9999999999999,7
0.404644900913522,-0.250225604321487,1.31858941425985,285,TRUE,1.05407422566753,185,7
0.404644900913522,-0.250225604321487,1.31858941425985,285,TRUE,1.09095884319558,256,7
0.404644900913522,-0.250225604321487,1.31858941425985,285,TRUE,-0.0703643203273572,292,7
-0.198049257906756,-0.353216862021535,-0.261684432421642,11,TRUE,1.00072375483921,2,8
-0.198049257906756,-0.353216862021535,-0.261684432421642,11,TRUE,1.00187605552367,3,8
-0.198049257906756,-0.353216862021535,-0.261684432421642,11,TRUE,1.00483200191127,5,8
-0.198049257906756,-0.353216862021535,-0.261684432421642,11,TRUE,-0.0473822540709534,11,8
-0.198049257906756,-0.353216862021535,-0.261684432421642,11,TRUE,-0.0403928743676261,27,8
-0.198049257906756,-0.353216862021535,-0.261684432421642,11,TRUE,-0.0332425027922341,87.9999999999999,8
-0.198049257906756,-0.353216862021535,-0.261684432421642,11,TRUE,-0.0257626539474813,185,8
-0.198049257906756,-0.353216862021535,-0.261684432421642,11,TRUE,-0.0177057941731675,256,8
-0.198049257906756,-0.353216862021535,-0.261684432421642,11,TRUE,-0.00902173514380422,292,8
0.375871363162185,-0.225762230630239,-0.174778892106722,29,TRUE,1.00072375483921,2,9
0.375871363162185,-0.225762230630239,-0.174778892106722,29,TRUE,1.00187605552367,3,9
0.375871363162185,-0.225762230630239,-0.174778892106722,29,TRUE,1.00483200191127,5,9
0.375871363162185,-0.225762230630239,-0.174778892106722,29,TRUE,1.01056262627401,11,9
0.375871363162185,-0.225762230630239,-0.174778892106722,29,TRUE,1.01984027712399,27,9
0.375871363162185,-0.225762230630239,-0.174778892106722,29,TRUE,-0.0574645584075029,87.9999999999999,9
0.375871363162185,-0.225762230630239,-0.174778892106722,29,TRUE,-0.0445345388632745,185,9
0.375871363162185,-0.225762230630239,-0.174778892106722,29,TRUE,-0.0306070710081485,256,9
0.375871363162185,-0.225762230630239,-0.174778892106722,29,TRUE,-0.0155953969341169,292,9
-0.455500024208213,0.133615945533417,-0.226683521031809,7,TRUE,1.00072375483921,2,10
-0.455500024208213,0.133615945533417,-0.226683521031809,7,TRUE,1.00187605552367,3,10
-0.455500024208213,0.133615945533417,-0.226683521031809,7,TRUE,1.00483200191127,5,10
-0.455500024208213,0.133615945533417,-0.226683521031809,7,TRUE,-0.037797013192062,11,10
